9,Business__bApplications__band__bServices → Cognos → NuCore → Analysis
2,Business__bApplications__band__bServices → Cognos → NuCore → ETL
4,Business__bApplications__band__bServices → Cognos → NuCore → Reporting
2,Business__bApplications__band__bServices → Cognos → ORIS__bReporting → Analysis
0,Business__bApplications__band__bServices → Cognos → ORIS__bReporting → ETL
5,Business__bApplications__band__bServices → Cognos → ORIS__bReporting → Reporting
136,Business__bApplications__band__bServices → Cognos → Other
0,Business__bApplications__band__bServices → Cognos → Parking__bReports → Analysis
0,Business__bApplications__band__bServices → Cognos → Parking__bReports → ETL
0,Business__bApplications__band__bServices → Cognos → Parking__bReports → Reporting
6,Business__bApplications__band__bServices → Cognos → SES__bReporting → Analysis
0,Business__bApplications__band__bServices → Cognos → SES__bReporting → ETL
39,Business__bApplications__band__bServices → Cognos → SES__bReporting → Reporting
0,Business__bApplications__band__bServices → Cognos → Student__bFunding → Analysis
0,Business__bApplications__band__bServices → Cognos → Student__bFunding → ETL
5,Business__bApplications__band__bServices → Cognos → Student__bFunding → Reporting
0,Business__bApplications__band__bServices → Cognos → Undergraduate__bTransition__bReports → Analysis
0,Business__bApplications__band__bServices → Cognos → Undergraduate__bTransition__bReports → ETL
0,Business__bApplications__band__bServices → Cognos → Undergraduate__bTransition__bReports → Reporting
199,Business__bApplications__band__bServices → CONDUITS → Access
75,Business__bApplications__band__bServices → CONDUITS → Billing
123,Business__bApplications__band__bServices → CONDUITS → Configuration__b__PContacts__M__bAccounts__M__bDepartments__p
631,Business__bApplications__band__bServices → CONDUITS → Configuration__b__PInventory__M__bCable__bRecords__p
5,Business__bApplications__band__bServices → CONDUITS → Configuration__b__PServers__p
8849,Business__bApplications__band__bServices → CONDUITS → Order__bForm
15,Business__bApplications__band__bServices → CONDUITS → Service__bPerformance__bIssue__bor__bInterruption
58,Business__bApplications__band__bServices → Confluence
4,Business__bApplications__band__bServices → Daptiv
5,Business__bApplications__band__bServices → Denali__b__PSOFO__bAccounting__p
628,Business__bApplications__band__bServices → Departmental__bWeb__bSite
11,Business__bApplications__band__bServices → Document__bImaging__b__PImageNow__p → CAESAR__fSES
6,Business__bApplications__band__bServices → DVMAX__b__PCCM__bVeterinary__bCare__p
30,Business__bApplications__band__bServices → eACUC__b__PAnimal__bCare__bCompliance__p
83,Business__bApplications__band__bServices → eCATS__b__PStudent__bLoan__bSystem__p
70,Business__bApplications__band__bServices → eIRB
38,Business__bApplications__band__bServices → EMS__bScheduling__bSystem
5,Business__bApplications__band__bServices → eNOTIS
1,Business__bApplications__band__bServices → Enterprise__bDatabases → FASIS
6,Business__bApplications__band__bServices → Enterprise__bDatabases → FFRA
2,Business__bApplications__band__bServices → Enterprise__bDatabases → IT__bService__bManager
6,Business__bApplications__band__bServices → Enterprise__bDatabases → Other
0,Business__bApplications__band__bServices → Enterprise__bDatabases → Pinnacle
7,Business__bApplications__band__bServices → Enterprise__bDatabases → SES
0,Business__bApplications__band__bServices → eNUF__b__PResearch__bFunding__p
9,Business__bApplications__band__bServices → ERS__b__PEffort__breporting__bsystem__p
3,Business__bApplications__band__bServices → eSPR
8,Business__bApplications__band__bServices → Facilities__bConnect → Operations__b__7__bMaintenance
4,Business__bApplications__band__bServices → Facilities__bConnect → Other
30,Business__bApplications__band__bServices → Facilities__bConnect → Project__bManagement
21,Business__bApplications__band__bServices → Facilities__bConnect → Space
1,Business__bApplications__band__bServices → Faculty__b180__b__u__bInterfolio
5,Business__bApplications__band__bServices → Faculty__bAdministration__bSystem
140,Business__bApplications__band__bServices → Faculty__bRecruiting__bSystem
216,Business__bApplications__band__bServices → FAMIS
28,Business__bApplications__band__bServices → GoAnywhere
2,Business__bApplications__band__bServices → Google__bSearch__bAppliance__b__PGSA__p
0,Business__bApplications__band__bServices → Granite__b__PCCM__bFacility__bMgmt__p
33,Business__bApplications__band__bServices → GSTS__b__PGraduate__bStudent__bTracking__bSystem__p
20,Business__bApplications__band__bServices → Handshake
943,Business__bApplications__band__bServices → IBuyNU__b__PSciQuest__p
433,Business__bApplications__band__bServices → InfoEd
9,Business__bApplications__band__bServices → ISIS__b__PIntegrated__bSafety__p
71,Business__bApplications__band__bServices → IT__bService__bManager → Agent → Add
17,Business__bApplications__band__bServices → IT__bService__bManager → Agent → Delete
18,Business__bApplications__band__bServices → IT__bService__bManager → Agent → Update
7,Business__bApplications__band__bServices → IT__bService__bManager → Form__bDesign__fWork__bFlow → Change__bManagement
0,Business__bApplications__band__bServices → IT__bService__bManager → Form__bDesign__fWork__bFlow → CMDB
0,Business__bApplications__band__bServices → IT__bService__bManager → Form__bDesign__fWork__bFlow → Library__bWorkspace
3,Business__bApplications__band__bServices → IT__bService__bManager → Form__bDesign__fWork__bFlow → Problem__bManagement
46,Business__bApplications__band__bServices → IT__bService__bManager → Form__bDesign__fWork__bFlow → Service__bDesk
3,Business__bApplications__band__bServices → IT__bService__bManager → Form__bDesign__fWork__bFlow → Survey
1,Business__bApplications__band__bServices → IT__bService__bManager → Form__bDesign__fWork__bFlow → Weinberg__bWorkspace
8,Business__bApplications__band__bServices → IT__bService__bManager → Reporting__bDB__fTableau__bInstance
1,Business__bApplications__band__bServices → IT__bService__bManager → Reports__fSearches → Change__bManagement
0,Business__bApplications__band__bServices → IT__bService__bManager → Reports__fSearches → CMDB
0,Business__bApplications__band__bServices → IT__bService__bManager → Reports__fSearches → Library__bWorkspace
1,Business__bApplications__band__bServices → IT__bService__bManager → Reports__fSearches → Problem__bManagement
29,Business__bApplications__band__bServices → IT__bService__bManager → Reports__fSearches → Service__bDesk
3,Business__bApplications__band__bServices → IT__bService__bManager → Reports__fSearches → Survey
0,Business__bApplications__band__bServices → IT__bService__bManager → Reports__fSearches → Weinberg__bWorkspace
14,Business__bApplications__band__bServices → IT__bService__bManager → Team → Add
5,Business__bApplications__band__bServices → IT__bService__bManager → Team → Rename__fDelete
11,Business__bApplications__band__bServices → IT__bService__bManager → Team → Update
252,Business__bApplications__band__bServices → Key__bTrak
477,Business__bApplications__band__bServices → Kronos
50,Business__bApplications__band__bServices → Lynda__dcom
699,Business__bApplications__band__bServices → MachForm
291,Business__bApplications__band__bServices → Micros__b3700
56,Business__bApplications__band__bServices → MyHR → Benefits
133,Business__bApplications__band__bServices → MyHR → Core
159,Business__bApplications__band__bServices → MyHR → Other
75,Business__bApplications__band__bServices → MyHR → Payroll
70,Business__bApplications__band__bServices → MyHR → Recruiting
73,Business__bApplications__band__bServices → MyHR → Security__b__u__bMyHR
1021,Business__bApplications__band__bServices → MyHR__bLearn → General__bSupport
19,Business__bApplications__band__bServices → MyHR__bLearn → Other
519,Business__bApplications__band__bServices → MyHR__bLearn → Performance__bExcellence__b__PPEX__p
132,Business__bApplications__band__bServices → MyHR__bLearn → POI
177,Business__bApplications__band__bServices → MyHR__bLearn → Title__bIX__bMisconduct
149,Business__bApplications__band__bServices → Northwestern__bLoan__bApplication
4,Business__bApplications__band__bServices → Northwestern__bMobile
108,Business__bApplications__band__bServices → NSIS__b__PResearch__bSafety__p
21,Business__bApplications__band__bServices → NU__bParking
9,Business__bApplications__band__bServices → NU__bSOA → Other__bRequests
4,Business__bApplications__band__bServices → NU__bSOA → Register__bNew__bAPI
1,Business__bApplications__band__bServices → NU__bSOA → Register__bNew__bEvent__bMessaging
6,Business__bApplications__band__bServices → NU__bSOA → Request__bAccess__bto__bExisting__bAPI__Ps__p
0,Business__bApplications__band__bServices → NU__bSOA → Request__bAccess__bto__bExisting__bEvent__bMessaging
2,Business__bApplications__band__bServices → NU__bSOA → Request__bto__bPublish__bYour__bAPI
1114,Business__bApplications__band__bServices → NUFinancials → General__bLedger
61,Business__bApplications__band__bServices → NUFinancials → Grants
716,Business__bApplications__band__bServices → NUFinancials → Security
2696,Business__bApplications__band__bServices → NUFinancials → Supply__bChain
0,Business__bApplications__band__bServices → NUInfo__fCentral__bWeb__bServer → Apache__bParameter__bChange
3,Business__bApplications__band__bServices → NUInfo__fCentral__bWeb__bServer → Directories
4,Business__bApplications__band__bServices → NUInfo__fCentral__bWeb__bServer → File__bor__bDirectory__bPermissions
2,Business__bApplications__band__bServices → NUInfo__fCentral__bWeb__bServer → Other
0,Business__bApplications__band__bServices → NUInfo__fCentral__bWeb__bServer → Virtual__bHosts
18,Business__bApplications__band__bServices → NUInfo__fCentral__bWeb__bServer → Web__bRedirects__bor__bRewrite__bRules
86,Business__bApplications__band__bServices → NUPlans
38,Business__bApplications__band__bServices → NUPrint
339,Business__bApplications__band__bServices → Odyssey__bPCS
7,Business__bApplications__band__bServices → OnBase → Mobile__bApp
66,Business__bApplications__band__bServices → OnBase → Other
84,Business__bApplications__band__bServices → OnBase → Unity__bClient
42,Business__bApplications__band__bServices → OnBase → Web__bClient
12,Business__bApplications__band__bServices → OnTheHub__b__PKivuto__p
878,Business__bApplications__band__bServices → Other
3972,Business__bApplications__band__bServices → Our__bNorthwestern → Other
1474,Business__bApplications__band__bServices → Our__bNorthwestern → Our__bNorthwestern__bUser__bSupport → Alumni
198,Business__bApplications__band__bServices → Our__bNorthwestern → Our__bNorthwestern__bUser__bSupport → Staff
549,Business__bApplications__band__bServices → Our__bNorthwestern → Our__bNorthwestern__bUser__bSupport → Volunteer
61,Business__bApplications__band__bServices → Our__bNorthwestern → Security__band__bAccess → Alumni__bVolunteers
31,Business__bApplications__band__bServices → Our__bNorthwestern → Security__band__bAccess → General__bAccess
293,Business__bApplications__band__bServices → Our__bNorthwestern → System__bMaintenance__band__bModifications
0,Business__bApplications__band__bServices → PerfectForms
21,Business__bApplications__band__bServices → Plan__uIt__bPurple
1,Business__bApplications__band__bServices → Police__bBlotter
69,Business__bApplications__band__bServices → Qualtrics
85,Business__bApplications__band__bServices → REACH
0,Business__bApplications__band__bServices → Remedy__bContract__bApplication → Configuration__bUpdates
0,Business__bApplications__band__bServices → Remedy__bContract__bApplication → Development
0,Business__bApplications__band__bServices → Remedy__bContract__bApplication → Other
0,Business__bApplications__band__bServices → Remedy__bContract__bApplication → User__bManagement
0,Business__bApplications__band__bServices → Request__bTracker → Admin__bRequests → Off__bHours
0,Business__bApplications__band__bServices → Request__bTracker → Admin__bRequests → On__bHours
0,Business__bApplications__band__bServices → Request__bTracker → Research__bRequests → Off__bHours
0,Business__bApplications__band__bServices → Request__bTracker → Research__bRequests → On__bHours
0,Business__bApplications__band__bServices → Request__bTracker → Triage__bPhysical__bLayer → Off__bHours
0,Business__bApplications__band__bServices → Request__bTracker → Triage__bPhysical__bLayer → On__bHours
28,Business__bApplications__band__bServices → RES__b__PRoom__band__bEvent__bSystem__p
259,Business__bApplications__band__bServices → Research__bPortal
248,Business__bApplications__band__bServices → Residential__bManagement__bSystem
18,Business__bApplications__band__bServices → SAFER
15,Business__bApplications__band__bServices → Search__bBlox
4,Business__bApplications__band__bServices → Silverstripe
8,Business__bApplications__band__bServices → Siteimprove
557,Business__bApplications__band__bServices → Smartsheet
9,Business__bApplications__band__bServices → Splunk
21,Business__bApplications__band__bServices → Tableau → Desktop__b__u__bTableau
20,Business__bApplications__band__bServices → Tableau → Server__b__u__bTableau
0,Business__bApplications__band__bServices → TGS__bAdmissions__b__PCollegeNET__p
0,Business__bApplications__band__bServices → Tosca
114,Business__bApplications__band__bServices → Undergraduate__bResearch__bGrants
929,Business__bApplications__band__bServices → Web__bContent__bManager__b__PCascade__p
21,Business__bApplications__band__bServices → Web__bForms
1,Business__bApplications__band__bServices → Weinberg__bForms__bEngine
303,Business__bApplications__band__bServices → WildCARD
10,Clinical__band__bMedical__bServices → AccessNET
9,Clinical__band__bMedical__bServices → Cerner
293,Clinical__band__bMedical__bServices → Epic
70,Clinical__band__bMedical__bServices → Harvest__bLIS
169,Clinical__band__bMedical__bServices → Other
11,Clinical__band__bMedical__bServices → PACS
66,Clinical__band__bMedical__bServices → Point__bn__bClick
60,Clinical__band__bMedical__bServices → Powerchart
16,Clinical__band__bMedical__bServices → ProPharm__bOne
29,Clinical__band__bMedical__bServices → Titanium
9,Critical__bFacility__bSite__bManagement → Cabinet__bProvisioning
1,Critical__bFacility__bSite__bManagement → Cooling__bSystems → Airflow__bTiles__M__bBlanking__bPanels__M__bAir__bStops
0,Critical__bFacility__bSite__bManagement → Cooling__bSystems → BAS__bReal__utime__bControls
1,Critical__bFacility__bSite__bManagement → Cooling__bSystems → Central__bUtility__bPlant__b__PCUP__p
0,Critical__bFacility__bSite__bManagement → Cooling__bSystems → Cold__bAisle__bContainment__band__bSensors
0,Critical__bFacility__bSite__bManagement → Cooling__bSystems → Fan__bwall__M__bStulz__bHumidifier
0,Critical__bFacility__bSite__bManagement → Cooling__bSystems → Leak__bDetection__M__bSite__bGlass__M__bCondensate__bDrain__bLine
5,Critical__bFacility__bSite__bManagement → Cooling__bSystems → Mechanicals__b__PCRAC__M__bIn__uRow__M__bPumps__M__bChillers__p
3,Critical__bFacility__bSite__bManagement → Cooling__bSystems → Other
5,Critical__bFacility__bSite__bManagement → Cooling__bSystems → Refrigerant__band__bChillgard__bDetection
0,Critical__bFacility__bSite__bManagement → Electrical__bSystems → BAS__bReal__utime__bControls
3,Critical__bFacility__bSite__bManagement → Electrical__bSystems → CDUs__band__bGrounding
3,Critical__bFacility__bSite__bManagement → Electrical__bSystems → DC__bRectifier__bPlant__band__bBatteries
7,Critical__bFacility__bSite__bManagement → Electrical__bSystems → Generator
5,Critical__bFacility__bSite__bManagement → Electrical__bSystems → Main__bSwitchgear__M__bSwitchboard__M__bATS__M__bATC
5,Critical__bFacility__bSite__bManagement → Electrical__bSystems → PDUs__M__bPDR__M__bbranch__bfeeders__band__breceptacles
22,Critical__bFacility__bSite__bManagement → Electrical__bSystems → UPS__band__bBattery__bCabinets
16,Critical__bFacility__bSite__bManagement → Electrical__bSystems → Utility
0,Critical__bFacility__bSite__bManagement → Fire__bProtection → Building__bEvacuations__band__bAlarms
1,Critical__bFacility__bSite__bManagement → Fire__bProtection → Inspections
1,Critical__bFacility__bSite__bManagement → Fire__bProtection → Scheduled__bMaintenance
1,Critical__bFacility__bSite__bManagement → Professional__bCleaning
13,Critical__bFacility__bSite__bManagement → Site__bCheck
0,Critical__bFacility__bSite__bManagement → Structural__bor__bArchitectural → Access__bFloor__bPanel__M__bStringer__M__bPedestal
2,Critical__bFacility__bSite__bManagement → Structural__bor__bArchitectural → Ceilings__M__bFloors__M__bWalls__M__bWindows
0,Critical__bFacility__bSite__bManagement → Structural__bor__bArchitectural → Flood__M__bFire__M__bWind__bDamage
0,Critical__bFacility__bSite__bManagement → Structural__bor__bArchitectural → Lighting
1,Critical__bFacility__bSite__bManagement → Structural__bor__bArchitectural → Other
0,Critical__bFacility__bSite__bManagement → Structural__bor__bArchitectural → Raised__bFloor__bSubstructure__band__bBracing
0,Critical__bFacility__bSite__bManagement → Structural__bor__bArchitectural → Signage
56,Email__M__bCalendaring__M__bMessaging__band__bCollaboration → Adobe__bConnect
329,Email__M__bCalendaring__M__bMessaging__band__bCollaboration → Blue__bJeans
299,Email__M__bCalendaring__M__bMessaging__band__bCollaboration → Bulkmail
11,Email__M__bCalendaring__M__bMessaging__band__bCollaboration → Cisco__bIronPort
2,Email__M__bCalendaring__M__bMessaging__band__bCollaboration → Digital__bSignage
217,Email__M__bCalendaring__M__bMessaging__band__bCollaboration → EDS__uEmail__bDefense__bSystem
1730,Email__M__bCalendaring__M__bMessaging__band__bCollaboration → Exchange → Calendar
137,Email__M__bCalendaring__M__bMessaging__band__bCollaboration → Exchange → Client → Android
27,Email__M__bCalendaring__M__bMessaging__band__bCollaboration → Exchange → Client → Apple__bMail
